CO_REGSAUD;DS_NOME;Ano;Pop_0a4;Pop_5a9;Pop_10a14;Pop_15a19;Pop_20a24;Pop_25a29;Pop_30a34;Pop_35a39;Pop_40a44;Pop_45a49;Pop_50a54;Pop_55a59;Pop_60a64;Pop_65a69;Pop_70a74;Pop_75a79;Pop_80emais;PopH_0a4;PopH_5a9;PopH_10a14;PopH_15a19;PopH_20a24;PopH_25a29;PopH_30a34;PopH_35a39;PopH_40a44;PopH_45a49;PopH_50a54;PopH_55a59;PopH_60a64;PopH_65a69;PopH_70a74;PopH_75a79;PopH_80emais;PopM_0a4;PopM_5a9;PopM_10a14;PopM_15a19;PopM_20a24;PopM_25a29;PopM_30a34;PopM_35a39;PopM_40a44;PopM_45a49;PopM_50a54;PopM_55a59;PopM_60a64;PopM_65a69;PopM_70a74;PopM_75a79;PopM_80emais
31063;São João del Rei;2010;13216;15582;18372;19007;17897;17851;18020;16678;17051;16840;14800;11629;9314;7138;5624;3968;4191;6638;7917;9296;9589;9090;8966;8944;8282;8375;8269;7328;5712;4420;3224;2537;1648;1510;6578;7665;9076;9418;8807;8885;9076;8396;8676;8571;7472;5917;4894;3914;3087;2320;2681
31064;São João Nepomuceno Bicas;2010;4064;4570;5642;5786;5459;5491;4794;4577;5016;5054;4480;3743;3015;2297;1883;1505;1837;1997;2295;2828;2928;2781;2747;2428;2189;2393;2452;2237;1772;1464;1046;875;655;745;2067;2275;2814;2858;2678;2744;2366;2388;2623;2602;2243;1971;1551;1251;1008;850;1092
31065;São Lourenço;2010;15407;17464;20847;21473;19204;19730;18702;17646;17913;17819;15841;13183;10583;8227;6437;4813;5162;7805;8810;10628;10834;9741;9882;9298;8721;8959;8827;7794;6419;5205;3894;3023;2181;2127;7602;8654;10219;10639;9463;9848;9404;8925;8954;8992;8047;6764;5378;4333;3414;2632;3035
31066;São Sebastião do Paraíso;2010;7362;8228;10119;9949;9961;9693;9084;8199;8259;7980;7683;6481;5096;3897;3173;2261;2540;3746;4191;5160;5146;5197;4934;4542;4119;4099;3877;3849;3293;2524;1856;1522;1000;1006;3616;4037;4959;4803;4764;4759;4542;4080;4160;4103;3834;3188;2572;2041;1651;1261;1534
31067;Sete Lagoas;2010;26086;29669;35562;36733;36785;35234;33063;30074;30047;28328;23916;18832;14523;11006;8582;5975;6172;13430;15177;18152;18558;18581;17602;16311;14746;14691;13833;11589;9121;6876;5186;3818;2551;2344;12656;14492;17410;18175;18204;17632;16752;15328;15356;14495;12327;9711;7647;5820;4764;3424;3828
31068;Teófilo Otoni Malacacheta Itambacuri;2010;23692;28062;32617;30761;27240;24797;22800;20327;19442;17973;15361;13394;10764;9359;7623;5581;6616;11900;14192;16639;15449;13424;12167;11112;9942;9511;8983;7404;6224;4970;4161;3396;2429;2556;11792;13870;15978;15312;13816;12630;11688;10385;9931;8990;7957;7170;5794;5198;4227;3152;4060
31069;Três Corações;2010;8310;9594;11537;11009;10557;10452;9540;8789;8537;8094;7447;5951;4469;3230;2563;1826;1963;4226;4866;5910;5642;5451;5333;4754;4455;4292;3921;3698;2928;2237;1548;1149;816;759;4084;4728;5627;5367;5106;5119;4786;4334;4245;4173;3749;3023;2232;1682;1414;1010;1204
31070;Três Pontas;2010;7764;9063;11100;10803;9996;9720;9107;8636;8272;7926;7495;5973;4432;3388;2659;1913;2137;3942;4631;5645;5461;5109;4831;4536;4264;4091;3905;3838;2950;2230;1624;1278;884;877;3822;4432;5455;5342;4887;4889;4571;4372;4181;4021;3657;3023;2202;1764;1381;1029;1260
31071;Ubá;2010;18091;20410;24199;25045;24998;24350;22681;20543;21010;20181;17476;14132;11409;8701;7103;5392;6054;9168;10344;12245;12589;12588;12462;11446;10252;10591;10134;8728;6968;5563;4167;3444;2393;2478;8923;10066;11954;12456;12410;11888;11235;10291;10419;10047;8748;7164;5846;4534;3659;2999;3576
31072;Uberaba;2010;23481;24024;27726;30433;34260;33863;31154;27185;26181;25581;22556;18245;14291;10372;8335;5891;6342;11936;12347;14282;15575;17617;17422;15801;13531;12761;12334;10838;8687;6540;4717;3676;2498;2461;11545;11677;13444;14858;16643;16441;15353;13654;13420;13247;11718;9558;7751;5655;4659;3393;3881
31073;Uberlândia Araguari;2010;52435;55229;62069;67901;75428;74142;70596;62415;60419;56340;47975;38014;28702;20796;16387;10640;11938;26803;28054;31688;34158;38301;37225;34954;30762;29470;26992;22652;18115;13557;9738;7272;4607;4729;25632;27175;30381;33743;37127;36917;35642;31653;30949;29348;25323;19899;15145;11058;9115;6033;7209
31074;Unaí;2010;19017;21778;25024;24784;22651;21969;20412;18421;16715;15432;12490;10207;7490;5602;4474;2856;3008;9752;11110;12820;12667;11639;11168;10258;9209;8558;7842;6406;5269;3905;2801;2214;1406;1332;9265;10668;12204;12117;11012;10801;10154;9212;8157;7590;6084;4938;3585;2801;2260;1450;1676
31075;Varginha;2010;11805;12894;15213;15480;15846;16180;15452;13422;12961;12620;11655;9430;6832;4851;3653;2638;2871;5849;6361;7680;7748;7962;8089;7598;6580;6441;6130;5680;4627;3385;2286;1674;1134;1093;5956;6533;7533;7732;7884;8091;7854;6842;6520;6490;5975;4803;3447;2565;1979;1504;1778
31076;Vespasiano;2010;18993;21819;25905;24810;24923;25444;24605;21471;20271;18206;15565;11673;8588;6126;4588;3149;3364;9680;11137;13222;12385;12509;12446;11948;10406;9868;8838;7536;5588;4041;2822;2033;1329;1224;9313;10682;12683;12425;12414;12998;12657;11065;10403;9368;8029;6085;4547;3304;2555;1820;2140
31077;Viçosa;2010;7613;8805;10776;11426;12077;11739;10266;9058;9012;8706;7995;6507;4810;3595;3063;2246;2521;3843;4445;5538;5785;5981;5861;5129;4432;4402;4271;3930;3212;2391;1705;1348;1048;1021;3770;4360;5238;5641;6096;5878;5137;4626;4610;4435;4065;3295;2419;1890;1715;1198;1500
32001;Central;2010;40215;44291;50239;50713;52475;51325;48073;42830;39889;36264;31130;25194;18012;13416;10615;7938;8683;20332;22580;25470;25571;26549;25942;24271;21358;19780;18035;15389;12382;8739;6285;4855;3620;3712;19883;21711;24769;25142;25926;25383;23802;21472;20109;18229;15741;12812;9273;7131;5760;4318;4971
32002;Metropolitana;2010;133974;142094;162224;161799;182019;184720;169834;143583;135101;126474;112288;88748;63005;44732;33988;24340;26470;68283;72414;82056;80942;91426;91647;82804;69603;65281;60240;53327;41834;29119;20147;14695;9997;9688;65691;69680;80168;80857;90593;93073;87030;73980;69820;66234;58961;46914;33886;24585;19293;14343;16782
32003;Norte;2010;28487;32067;36326;35675;33833;33337;31171;28042;26187;23548;20093;16510;11870;9461;7332;5167;5755;14367;16288;18543;18163;17024;16766;15466;13824;13063;11859;9981;8220;5854;4503;3482;2484;2633;14120;15779;17783;17512;16809;16571;15705;14218;13124;11689;10112;8290;6016;4958;3850;2683;3122
32004;Sul;2010;41765;46443;53517;53342;54872;53250;50684;44259;43963;41483;35887;29970;22241;16770;13711;9863;11376;21151;23737;27400;26799;27609;26537;25251;21748;21926;20607;17839;15007;10854;8061;6500;4503;4796;20614;22706;26117;26543;27263;26713;25433;22511;22037;20876;18048;14963;11387;8709;7211;5360;6580
33001;Baia da Ilha Grande;2010;16881;19414;22686;20579;20590;22059;21886;18898;17868;15820;14109;10634;8023;5469;3763;2327;2494;8437;9913;11436;10136;10332;10901;10935;9354;8980;7822;7120;5497;3987;2775;1849;1079;1039;8444;9501;11250;10443;10258;11158;10951;9544;8888;7998;6989;5137;4036;2694;1914;1248;1455
33002;Baixada Litorânea;2010;46835;51443;60329;56844;54408;56977;56287;50666;48840;46547;40311;32763;25779;19105;14241;8998;9120;24098;26228;30780;28618;27173;27795;27321;24310;23772;22422;19482;15772;12302;9078;6875;3964;3455;22737;25215;29549;28226;27235;29182;28966;26356;25068;24125;20829;16991;13477;10027;7366;5034;5665
33003;Centro-Sul;2010;19405;21555;26776;26483;25769;25204;24424;23121;23951;23032;20424;16512;13391;9921;7667;5540;6176;9859;11013;13610;13545;12843;12248;11959;10968;11468;10940;9820;7885;6232;4644;3345;2396;2313;9546;10542;13166;12938;12926;12956;12465;12153;12483;12092;10604;8627;7159;5277;4322;3144;3863
33004;Médio Paraíba;2010;52576;57647;69729;68401;70547;71994;68634;61204;61697;62979;57181;46402;34919;24471;18763;13432;14617;26603;29312;35688;34276;35108;35164;33330;29017;29343;29624;26903;21633;16204;11030;8165;5498;5309;25973;28335;34041;34125;35439;36830;35304;32187;32354;33355;30278;24769;18715;13441;10598;7934;9308
33005;Metropolitana I;2010;606799;669621;799351;777705;805673;848664;818048;736002;696479;670171;617553;514979;406238;295976;238167;173443;198741;307685;340211;405308;391202;400181;413946;392114;349150;328422;310083;280439;227771;176052;124320;95043;64620;62502;299114;329410;394043;386503;405492;434718;425934;386852;368057;360088;337114;287208;230186;171656;143124;108823;136239
33006;Metropolitana II;2010;111578;125040;153222;148744;154720;165661;165295;149623;142720;139220;124788;104504;82451;59898;45881;31984;35062;56314;63381;78029;74137;75400;79639;79446;71306;67852;65926;57805;47615;37035;26134;19282;12435;11620;55264;61659;75193;74607;79320;86022;85849;78317;74868;73294;66983;56889;45416;33764;26599;19549;23442
33007;Noroeste;2010;19790;22597;26200;26063;25968;26159;25825;23576;24021;23814;20142;17549;14118;11169;8674;6509;7919;10108;11561;13305;13348;13013;12907;12566;11355;11714;11515;9732;8472;6752;5265;4098;2830;3264;9682;11036;12895;12715;12955;13252;13259;12221;12307;12299;10410;9077;7366;5904;4576;3679;4655
33008;Norte;2010;58643;62324;71621;71329;72792;75325;70241;60045;58948;56456;48507;37999;29531;22017;17031;11472;12634;29739;31676;36106;35756;36357;37271;34664;29004;28627;26899;23384;17875;13692;10022;7744;4830;4856;28904;30648;35515;35573;36435;38054;35577;31041;30321;29557;25123;20124;15839;11995;9287;6642;7778
33009;Serrana;2010;55108;63350;75119;74128;72322;72304;72132;67290;68347;63908;56383;47515;38769;28841;22095;15694;18078;27959;32168;38244;37402;36162;35268;34851;32339;32673;30577;26997;22247;17833;13065;9756;6566;6528;27149;31182;36875;36726;36160;37036;37281;34951;35674;33331;29386;25268;20936;15776;12339;9128;11550
35011;Alto do Tietê;2010;196592;215362;250376;233371;240807;243272;230120;209882;194750;168639;144215;112378;81371;54503;38512;24765;24824;100209;109334;126733;117442;120658;119407;111604;101660;94521;80058;68447;53439;38005;24946;16807;10022;8783;96383;106028;123643;115929;120149;123865;118516;108222;100229;88581;75768;58939;43366;29557;21705;14743;16041
35012;Franco da Rocha;2010;38847;42198;49744;47064;48828;48954;45497;40213;36364;31812;27450;21596;15244;9674;6307;4004;3879;19758;21707;25490;24210;25211;24623;22772;19803;17913;15452;13518;10613;7549;4613;2948;1684;1504;19089;20491;24254;22854;23617;24331;22725;20410;18451;16360;13932;10983;7695;5061;3359;2320;2375
35013;Mananciais;2010;74301;79321;92789;85655;89778;94139;89796;79787;71756;60247;51795;40630;29243;19151;12645;7857;8108;37820;40316;46984;42947;45068;46238;43116;38439;34858;28409;24596;19255;13773;9022;5658;3192;2815;36481;39005;45805;42708;44710;47901;46680;41348;36898;31838;27199;21375;15470;10129;6987;4665;5293
35014;Rota dos Bandeirantes;2010;124784;132497;152988;146225;159479;164964;153445;136198;124798;108263;92883;72876;52713;33994;23946;15320;15359;63269;67317;77282;72981;79489;80451;73955;65287;60051;50915;43607;34066;24221;15473;10243;6121;5341;61515;65180;75706;73244;79990;84513;79490;70911;64747;57348;49276;38810;28492;18521;13703;9199;10018
35015;Grande ABC;2010;162202;170465;198544;199573;228444;239280;223802;202906;191037;177556;154258;125112;93705;65246;49767;33335;36096;82559;86706;100277;100267;114535;117678;108358;96975;91808;83621;72136;58241;42434;28883;21062;13180;12235;79643;83759;98267;99306;113909;121602;115444;105931;99229;93935;82122;66871;51271;36363;28705;20155;23861
35016;São Paulo;2010;710927;758279;867430;842257;991659;1074582;1010076;888685;812979;742720;667658;548113;423055;302338;237301;170969;204475;361709;385672;438356;420552;489432;519694;481258;423024;385172;342042;301852;243863;183012;127020;95214;64324;66436;349218;372607;429074;421705;502227;554888;528818;465661;427807;400678;365806;304250;240043;175318;142087;106645;138039
35021;Central do DRS II;2010;16227;16673;20200;21205;22980;23983;22933;21544;21254;20389;17694;14656;11736;8965;7391;5049;5472;8266;8475;10493;10680;11705;12306;11592;10657;10512;9869;8492;6864;5315;4045;3253;2178;2171;7961;8198;9707;10525;11275;11677;11341;10887;10742;10520;9202;7792;6421;4920;4138;2871;3301
35022;Lagos do DRS II;2010;10926;11417;13981;14744;15651;15852;16122;15150;14232;13502;11577;9899;8417;6667;5170;3447;3735;5508;5864;7056;7548;8534;9038;8918;7904;7213;6643;5659;4671;3974;3204;2431;1617;1654;5418;5553;6925;7196;7117;6814;7204;7246;7019;6859;5918;5228;4443;3463;2739;1830;2081
35023;Consórcios do DRS II;2010;15497;15697;18683;19995;21319;21553;20228;19402;18595;17464;15351;12818;10363;8149;6268;4397;4704;7982;7927;9405;10165;11202;11098;10275;9614;9154;8337;7538;6166;4927;3834;2889;1980;1925;7515;7770;9278;9830;10117;10455;9953;9788;9441;9127;7813;6652;5436;4315;3379;2417;2779
35031;Central do DRS III;2010;17416;17771;21331;22747;25682;26086;24554;21470;20736;19691;17322;14428;11404;8150;6539;4849;5524;8862;9070;10761;11339;13041;13116;12294;10619;10084;9448;8227;6862;5252;3680;2806;2049;1943;8554;8701;10570;11408;12641;12970;12260;10851;10652;10243;9095;7566;6152;4470;3733;2800;3581
35032;Centro Oeste do DRS III;2010;7967;8617;9798;10577;11922;11797;10625;9899;9486;9203;7876;6454;5215;4112;3315;2409;2452;4017;4336;4909;5333;6300;6065;5429;4931;4669;4506;3862;3188;2506;1926;1565;1092;1009;3950;4281;4889;5244;5622;5732;5196;4968;4817;4697;4014;3266;2709;2186;1750;1317;1443
35033;Norte do DRS III;2010;8962;9730;11441;12076;13369;12999;12157;10751;10701;10310;8947;7281;5689;4151;3380;2334;2671;4543;4935;5925;6151;6730;6669;6088;5273;5211;5056;4433;3565;2826;1923;1564;1027;1059;4419;4795;5516;5925;6639;6330;6069;5478;5490;5254;4514;3716;2863;2228;1816;1307;1612
35034;Coração do DRS III;2010;21970;23075;26641;28186;31483;32712;30087;27062;25346;24702;21765;17639;13735;10149;8327;6172;6833;11226;11886;13622;14479;16191;16579;14934;13524;12556;12023;10561;8415;6478;4719;3683;2607;2544;10744;11189;13019;13707;15292;16133;15153;13538;12790;12679;11204;9224;7257;5430;4644;3565;4289
35041;Baixada Santista;2010;111498;118828;136695;131150;134562;141648;136333;123806;116362;109807;99718;85584;67432;51542;40250;28179;30742;56739;60871;69196;65827;67561;68966;65376;59501;55542;51362;45851;39141;29849;22474;16930;11174;10341;54759;57957;67499;65323;67001;72682;70957;64305;60820;58445;53867;46443;37583;29068;23320;17005;20401
35051;Norte - Barretos;2010;16803;17662;20241;21741;23990;24031;21679;19730;19081;18345;16043;13373;11050;8497;6671;4643;4966;8540;9107;10450;11110;12270;12192;10909;9714;9321;8963;7690;6435;5112;3892;2983;1980;1941;8263;8555;9791;10631;11720;11839;10770;10016;9760;9382;8353;6938;5938;4605;3688;2663;3025
35052;Sul - Barretos;2010;8458;9182;11085;11760;12367;12184;10968;10325;9926;9400;8584;7087;5814;4399;3600;2606;2976;4351;4742;5676;5983;6379;6091;5521;5138;4895;4534;4262;3328;2854;2067;1580;1118;1106;4107;4440;5409;5777;5988;6093;5447;5187;5031;4866;4322;3759;2960;2332;2020;1488;1870
35061;Vale do Jurumirim;2010;18652;20106;23433;23535;23456;22953;22080;20045;18894;18549;16603;13972;10983;8216;6577;4604;4727;9452;10239;11875;12119;12302;11722;11330;10175;9542;9289;8285;6910;5448;3970;3048;2041;1918;9200;9867;11558;11416;11154;11231;10750;9870;9352;9260;8318;7062;5535;4246;3529;2563;2809
35062;Bauru;2010;36417;39508;46111;47708;52814;53987;49936;44202;41725;40084;35640;29630;22944;17260;13818;10262;11273;18568;20106;23600;24657;28283;27983;25342;22054;20617;19288;17033;14116;10668;7783;6049;4204;4199;17849;19402;22511;23051;24531;26004;24594;22148;21108;20796;18607;15514;12276;9477;7769;6058;7074
35063;Polo Cuesta;2010;18510;20008;23087;22831;23894;23861;22724;20458;18996;18189;16383;13904;11041;8443;6594;4922;5481;9467;10242;11772;11504;12257;11955;11343;10116;9357;8979;7958;6642;5334;4023;2910;2225;2070;9043;9766;11315;11327;11637;11906;11381;10342;9639;9210;8425;7262;5707;4420;3684;2697;3411
35064;Jaú;2010;20220;21346;24612;25537;27342;28146;26268;23690;22700;22014;19703;15999;12501;9257;7734;5984;6443;10367;10966;12456;12907;14051;14316;13235;11827;11176;10842;9655;7760;5954;4250;3473;2505;2464;9853;10380;12156;12630;13291;13830;13033;11863;11524;11172;10048;8239;6547;5007;4261;3479;3979
35065;Lins;2010;9451;10087;12016;12556;13125;13326;12471;11391;10953;10535;9554;7941;6439;4930;4126;3026;3170;4787;5154;6163;6508;6915;6867;6377;5652;5333;5107;4625;3791;2993;2258;1817;1301;1248;4664;4933;5853;6048;6210;6459;6094;5739;5620;5428;4929;4150;3446;2672;2309;1725;1922
35071;Bragança;2010;25403;28281;33905;33753;35059;35451;34454;31602;29135;27903;25161;20793;17346;13083;10101;7170;8055;13047;14318;17508;17287;17854;17819;17046;15662;14393;13612;12245;10079;8181;6273;4733;3213;3208;12356;13963;16397;16466;17205;17632;17408;15940;14742;14291;12916;10714;9165;6810;5368;3957;4847
35072;Região Metropolitana de Campinas;2010;174397;182663;213941;221909;253858;266170;247938;220695;208705;191337;168685;134561;100873;71671;55096;38583;42103;88972;93199;108798;112419;128894;133062;122632;108595;102046;91920;80841;64192;47551;32878;24331;16033;15295;85425;89464;105143;109490;124964;133108;125306;112100;106659;99417;87844;70369;53322;38793;30765;22550;26808
35073;Jundiaí;2010;46446;47756;54058;55614;62884;66567;61514;54635;51042;46903;41388;33003;24942;17859;13806;9767;10540;23561;24251;27698;28057;31926;33368;30536;27030;25352;22702;20064;15961;11723;8307;6146;4081;3772;22885;23505;26360;27557;30958;33199;30978;27605;25690;24201;21324;17042;13219;9552;7660;5686;6768
35074;Circuito das Águas;2010;6863;7574;8961;9465;10129;10627;9788;9413;8886;8568;7860;6658;5367;4080;3423;2613;3071;3465;3881;4590;4796;5163;5316;4904;4749;4347;4126;3785;3224;2560;1873;1537;1163;1193;3398;3693;4371;4669;4966;5311;4884;4664;4539;4442;4075;3434;2807;2207;1886;1450;1878
35081;Três Colinas;2010;25966;28473;32496;33373;34691;32843;30594;28609;27902;26234;22817;18454;14680;10441;7964;5505;5662;12992;14545;16610;17004;17570;16361;15051;13945;13625;12798;10915;8821;6902;4842;3644;2312;2167;12974;13928;15886;16369;17121;16482;15543;14664;14277;13436;11902;9633;7778;5599;4320;3193;3495
35082;Alta Anhanguera;2010;9679;10457;11668;12191;13535;13858;12272;10824;10391;9795;8491;6869;5593;3903;3092;2108;2216;4875;5270;5990;6092;6970;7087;6274;5435;5166;4813;4182;3284;2636;1836;1371;939;807;4804;5187;5678;6099;6565;6771;5998;5389;5225;4982;4309;3585;2957;2067;1721;1169;1409
35083;Alta Mogiana;2010;7710;8311;9242;9533;10010;10440;9507;8241;7879;7636;6936;5680;4773;3578;2799;1878;2008;3829;4190;4645;4883;5238;5354;4797;4047;3821;3730;3402;2691;2291;1645;1279;838;786;3881;4121;4597;4650;4772;5086;4710;4194;4058;3906;3534;2989;2482;1933;1520;1040;1222
35091;Adamantina;2010;6716;7391;8786;9863;11725;11102;10137;9248;9182;8890;8041;6780;5807;4725;3962;2904;3028;3433;3805;4490;5095;6982;6652;5765;4874;4605;4495;4014;3248;2776;2178;1854;1292;1318;3283;3586;4296;4768;4743;4450;4372;4374;4577;4395;4027;3532;3031;2547;2108;1612;1710
35092;Assis;2010;14684;15280;18178;19048;20348;19536;18715;17412;17173;16573;14564;12118;9913;7639;5881;4493;4633;7558;7781;9266;9837;10365;10032;9394;8678;8370;8126;6916;5740;4632;3523;2648;1915;1839;7126;7499;8912;9211;9983;9504;9321;8734;8803;8447;7648;6378;5281;4116;3233;2578;2794
35093;Marília;2010;21571;23367;28422;28862;30607;30700;29477;26836;25732;24351;22294;18758;15182;11635;9243;6794;7683;10872;12025;14536;14690;15484;15628;14662;13078;12359;11584;10648;8779;7054;5368;4113;2922;2987;10699;11342;13886;14172;15123;15072;14815;13758;13373;12767;11646;9979;8128;6267;5130;3872;4696
35094;Ourinhos;2010;14457;15340;17847;18000;17677;17702;16672;15838;15302;14806;12914;11332;9244;7175;5333;3963;4269;7307;7876;9132;9187;8787;9028;8164;7704;7530;7151;6217;5402;4328;3387;2389;1750;1648;7150;7464;8715;8813;8890;8674;8508;8134;7772;7655;6697;5930;4916;3788;2944;2213;2621
35095;Tupã;2010;7328;7942;9070;9611;10012;9862;9404;8968;8990;8760;7987;6578;5612;4615;3911;2820;3078;3715;4056;4677;4988;5181;4975;4679;4411;4422;4180;3839;3139;2614;2109;1799;1279;1284;3613;3886;4393;4623;4831;4887;4725;4557;4568;4580;4148;3439;2998;2506;2112;1541;1794
35101;Araras;2010;19775;20524;24583;25841;28069;28500;25294;22628;21842;21114;18442;15090;12179;8783;6779;4938;5530;10074;10404;12576;13179;14355;14480;12882;11350;10792;10325;8953;7359;5770;4092;3097;2100;1964;9701;10120;12007;12662;13714;14020;12412;11278;11050;10789;9489;7731;6409;4691;3682;2838;3566
35102;Limeira;2010;20934;22444;26274;26630;30151;30626;27993;25428;24396;23072;20714;16348;12178;8834;6831;4774;5225;10748;11543;13334;13414;15222;15417;13972;12485;12026;11134;9986;8018;5863;4153;3091;2088;2013;10186;10901;12940;13216;14929;15209;14021;12943;12370;11938;10728;8330;6315;4681;3740;2686;3212
35103;Piracicaba;2010;33455;36209;41971;42690;46984;49377;45081;40079;37338;35708;31388;26345;20843;14991;11650;8556;9562;17063;18425;21338;21768;23992;25007;22271;19931;18466;17311;15269;12573;9777;6843;5105;3598;3599;16392;17784;20633;20922;22992;24370;22810;20148;18872;18397;16119;13772;11066;8148;6545;4958;5963
35104;Rio Claro;2010;14598;15282;18017;18935;21389;22301;20766;18190;16795;16027;13988;11215;9029;6792;5425;3999;4846;7479;7786;9038;9692;11341;11645;10626;9092;8326;7924;6786;5310;4187;3056;2395;1639;1760;7119;7496;8979;9243;10048;10656;10140;9098;8469;8103;7202;5905;4842;3736;3030;2360;3086
35111;Alta Paulista;2010;6876;7531;9020;9707;10391;10531;9933;9257;9067;8681;7937;6801;5669;4628;3896;2828;2937;3495;3870;4628;5029;5773;5932;5475;4830;4588;4317;3888;3255;2679;2152;1817;1302;1349;3381;3661;4392;4678;4618;4599;4458;4427;4479;4364;4049;3546;2990;2476;2079;1526;1588
35112;Alta Sorocabana;2010;22721;24722;29174;31005;31515;30793;29892;28452;29187;27146;23367;19170;15776;12538;9956;7022;7641;11587;12845;14777;15858;15946;15597;14854;13769;14152;12996;10937;8833;7359;5712;4584;3079;3131;11134;11877;14397;15147;15569;15196;15038;14683;15035;14150;12430;10337;8417;6826;5372;3943;4510
35113;Alto Capivari;2010;3647;4007;4578;4842;4643;4428;4313;4099;4256;3927;3271;2629;2086;1838;1425;1006;1093;1901;2034;2295;2477;2341;2245;2130;2065;2042;1949;1615;1258;997;812;676;457;486;1746;1973;2283;2365;2302;2183;2183;2034;2214;1978;1656;1371;1089;1026;749;549;607
35114;Extremo Oeste Paulista;2010;5499;6090;7201;7324;7862;7739;7653;6953;6916;6703;5535;4666;3823;2872;2382;1627;1771;2836;3112;3687;3761;4260;4113;4010;3460;3435;3294;2598;2195;1767;1354;1135;751;813;2663;2978;3514;3563;3602;3626;3643;3493;3481;3409;2937;2471;2056;1518;1247;876;958
35115;Pontal do Paranapanema;2010;4573;5272;6437;6131;5571;5121;5136;4981;5051;4454;3820;3104;2589;2008;1525;977;971;2359;2717;3300;3116;2823;2488;2510;2435;2439;2156;1881;1542;1289;999;840;544;502;2214;2555;3137;3015;2748;2633;2626;2546;2612;2298;1939;1562;1300;1009;685;433;469
35121;Vale do Ribeira;2010;20606;23650;28410;24624;20029;20482;21081;19005;17625;16455;14579;12645;10336;8703;6541;4366;4429;10600;12128;14501;12506;9933;9879;10306;9412;8805;8118;7448;6504;5321;4488;3368;2175;1960;10006;11522;13909;12118;10096;10603;10775;9593;8820;8337;7131;6141;5015;4215;3173;2191;2469
35131;Horizonte Verde;2010;26617;28039;31758;33089;37549;38428;34147;29280;27722;25243;22074;17439;13288;9729;7723;5454;5852;13537;14258;16352;16692;19271;19790;17469;14782;13904;12499;10931;8480;6317;4582;3516;2311;2177;13080;13781;15406;16397;18278;18638;16678;14498;13818;12744;11143;8959;6971;5147;4207;3143;3675
35132;Aquífero Guarani;2010;49471;52645;60256;64534;74673;77283;69386;59817;55976;54241;48468;39982;31398;22908;18120;13052;14896;24936;26667;30672;32687;37519;38858;34559;29429;27392;25926;22737;18570;14239;10126;7656;5260;5201;24535;25978;29584;31847;37154;38425;34827;30388;28584;28315;25731;21412;17159;12782;10464;7792;9695
35133;Vale das Cachoeiras;2010;7823;8762;10448;11013;10881;10718;9992;8833;8864;8506;7698;6557;5213;3957;3186;2370;2631;4043;4450;5329;5528;5547;5445;4982;4400;4355;4236;3712;3228;2584;1875;1450;1059;1066;3780;4312;5119;5485;5334;5273;5010;4433;4509;4270;3986;3329;2629;2082;1736;1311;1565
35141;Baixa Mogiana;2010;17633;19196;23216;24816;26079;26721;24645;22687;22406;21423;19344;15898;12443;9012;6868;4799;5145;8900;9765;11739;12603;13215;13395;12457;11389;11093;10348;9414;7755;6018;4364;3203;2067;1990;8733;9431;11477;12213;12864;13326;12188;11298;11313;11075;9930;8143;6425;4648;3665;2732;3155
35142;Mantiqueira;2010;16184;17407;20330;21099;22421;22463;20732;19195;18900;18205;16496;13570;10900;8030;6614;4877;5402;8295;8731;10390;10713;11432;11380;10524;9610;9237;8815;8105;6502;5251;3759;3035;2076;2090;7889;8676;9940;10386;10989;11083;10208;9585;9663;9390;8391;7068;5649;4271;3579;2801;3312
35143;Rio Pardo;2010;12215;13645;16252;17603;17693;17551;16029;14540;14625;14365;13409;11320;9007;6663;5367;3904;4437;6238;6990;8278;9018;9204;9248;8183;7282;7188;7148;6624;5662;4440;3234;2567;1774;1802;5977;6655;7974;8585;8489;8303;7846;7258;7437;7217;6785;5658;4567;3429;2800;2130;2635
35151;Catanduva;2010;17199;17661;20772;22486;25125;25631;23338;21545;21417;19847;18018;15522;12605;9708;8205;6114;6382;8816;9054;10553;11508;13235;13316;11933;10778;10514;9853;8843;7603;6093;4512;3711;2785;2530;8383;8607;10219;10978;11890;12315;11405;10767;10903;9994;9175;7919;6512;5196;4494;3329;3852
35152;Santa Fé do Sul;2010;2227;2473;3171;3357;3498;3326;3309;3125;3229;3191;2949;2656;2350;1854;1485;989;1080;1118;1288;1616;1680;1761;1616;1614;1510;1517;1584;1404;1256;1121;880;692;485;488;1109;1185;1555;1677;1737;1710;1695;1615;1712;1607;1545;1400;1229;974;793;504;592
35153;Jales;2010;5322;5906;7142;7641;7692;7575;7642;7325;7556;7345;6783;5829;4972;4128;3374;2244;2229;2714;3110;3668;3969;3925;3820;3825;3500;3701;3681;3263;2863;2352;1985;1635;1099;1036;2608;2796;3474;3672;3767;3755;3817;3825;3855;3664;3520;2966;2620;2143;1739;1145;1193
35154;Fernandópolis;2010;5820;6556;7891;8514;8772;8722;8354;8087;8199;8038;7539;6244;5215;4246;3483;2402;2544;2908;3328;4054;4318;4452;4413;4115;3932;4049;3846;3672;2996;2509;2040;1673;1108;1064;2912;3228;3837;4196;4320;4309;4239;4155;4150;4192;3867;3248;2706;2206;1810;1294;1480
